id,accountId,puuid,name,profileIconId,revisionDate,summonerLevel
1oIEDCNpqLe8HZtbfannn6TxnoDpOt2Mbsw0v9x4MWrFJXU,EhfnQZJNAAB2_50sufzRxw4Dfv5BwUGpvq_DkmJlj3BuqCc,W1f4BoNgbhxdxeRU2ZCSBWZTN0sRlwjuB1pHZsBAxxel_kvVjgeroxCyW2LkJGfTdL8uhXNaeLnrQQ,Eeven1337,5840,1711246838000,484
4RVd2KiJ6An5aVPBQWmOgr9VaNzcFM3cAcPEHMfO16GU55A,95aKdI8MEVWVA0Sm4xvZk_dgxO67jrUhbanmo1E_16y5t7A,BTUPCiNJXvYUxYflvpaiZ6Yv-qQT5gk4DmZwY7AXvpyWqubD6o8DZkFOrPGpYmanCb3eDgrk7T1zqA,Robsii,915,1711495613583,724
529vnollFvnbCMKrJxquh-eezWMUQf-310U6W1YbAhfak5dgJ0Ug_mD8RA,D2XCVBx8rSexHi5Mg-QmZfm83dtj2F8jGyT-bGjjzWk6lJnmKX8RgCqD,1tiakCzbIvXOSdoBFY-qCJAJodH4LM9uA5Z4nZvXKSZcvUEMGgQ9cr3SfQKOvDiqPvXhM18GW5I5DA,DeCCaaL,7,1711488963005,107
iS1AnRTu4kj91lQSkCZ2GqNqfxBRiMHKAxkqApzUAiewlwo,tl99aBPaqlKGAkO7qY1HrQJdmiAtV-4BxvcoqltpVngmi8w,NYwAEaIyzVpo_i_9S67TSvwQaRzFVoZvv0snFOtJnI-DMlBzsNsvAE7QE4-wTeKqI7mvxMDQ82UpbA,Jhonna Wick,6296,1711496305683,883
fmemO5wxTsI280xvseoIrgkBYRWGgwJJ-l5c30CdqqOs2so,JG0mNLPOQQWrmovMK4M98yxdVt48I3QmamtEi6e7UJsYmw,dcvl6FFj3MBl9d7773HW9TqEXgPX4zwwKdEXA0QQQAjtkQhtWs2swjM-lcXtc1ZgcqLUu6fcfdo_3w,Slipp3rynippl3,4021,1711313219000,317
HgMPT7ioOpi6eOAgilccWJq7UJT2xgfBm6BznSxnLGy4arzQ,ZUQTKASKb0Tj7JxQCnH45gTxNCLmG9AjPdC9CIRiFVF5uYw,HMPLp6mVh7_VO3GojXn-6G-mEvrNBmqzd1L22vcIqgkF9A20tWH2_zx2iCIfRDeCT-DYDXnQh3403w,Malia º,12,1711496818993,114
7Y2lY0X9YZiTlVqN3zsSpi6syWEi91pZMdXCZNd3yFGFnxlI,HZ8T6XjSvrOIUFsuRIJi9UEYDy7yZwGmD5CMgieKGCBxv6_SolTnf5Y6,dKF7CpbK_a9KTEbd1IHVmWG6SczxgabxN1xqOJIY24gU5VVegz5Ld3Bx0Xzlncp8DV7Ofv6EM4IPjg,River Flows in u,1591,1711496910622,465
6LTuTOVn9Y8vB3Vg7vKhLYkWbwh-weRi1y6jCI_8wlVl_Yg,MgjJeDLZEAAmhTB4OMcu1Sq-ink03tGRFcOlDLIu4gfBRCU,0B9FF8uTbRwN035NRQN_SGpyqVr5B8r87pD5r9n79jXwUH7XikIV9Hp1rUK3mE2AnbPDQSSNR1ffcA,WasdTfgh,657,1711214636000,700
Sj-ajVRRSFFwCGUn_cOlzc-chjnVzRcQFI7JvGzaf8tqq4o,V-xqFPpxLnqjwphWPpQ_szhzQ5ir-A3prMZgO5RhOKPYIw,HC1tLYc51WIH_CKVIwOs9P6ZZgeCXNcIcnR0Ha6Snu2mhFirBVh0V34F4UlDhlUfDohj-xHBVSYZFQ,Cheatersunited,3584,1711495682112,505
qwP9VoxNWO9qVPtPMm4zkL2TzaKaIZ378IA0tVn-7dSCvaCkzKiblXoJwg,3m0y8qUC5khJww4VMUSs9q8Tu3jCRNnLeSD9BeIyEpr7PZguB9mabOp-,k2EMtSK1-kt4HS5HhhwsujNx308QhhE9KpuoHYvlJKR8T7Q1DNFFR_08IqWbSucDJvfekaDlPObnrA,9am gliding,27,1711497093901,112
y14U8UvtJdBAogPuBXlEAiuoN1LfwTQDO3YbomemAv1ibvBor_7vAD47yg,AI_gb-vy_tneDiE5ybIfRm54HQU-oibDQGh-dXF1RYw2mf5b55PgBRNw,JMe4r_bGd8WI2Wf-8bkpMh521veFlS44qqhgOkMGO0OJVF6oMZgB3gACmzjB2U4xf441F0FLprIo8A,Wonton,6267,1710898240000,108
9Vrvwk6PlkAEApmhWhRHJRfdr4oEq-ekkr2CwxPpF2X1by0,xHz0_EisDu7mJmxfMj-jX_cYrqtB6DIfR33FSI-gVsHvkg,BXjNclGstNsEF-NtgzMsB27F_wtsApqsPlnxl4Ys8ExMlVuExHfdB50O-uHYgwyLQM27n-DWT240vQ,Jens Fking Lyn,15,1711411908293,481
wJaldXH7_JOQ4QZlonwcwylh3paPQbzkPrRL_9sU3B3hMCI,RzZcFDLoZhAQnv5HKiikYgdSFyme0lIzPMWGMaLcXBumr5I,qCTZ_CUZss4h6hCcQd1SLNLKbU9JkdFOrR9sT-G0sg0rnR_02TcGFRbk2egMEc6oeM6UhmTpwmjuUQ,Lοst bbygirl,1637,1711492405245,663
cbrv3D0AB_JnKsfF0azvAYX5QAxkk3PfGm0DK3ASkYx-WUoSGKflYE-Dzw,0JdOQQDXbTJ-4eK_oJF_V77PXCusoxNDdBwCMsGZqcSn-D58VUyoiNfr,cRHHvQYPBzrKcpO7_TWikGqoccyXlFHCgz57EyuUUM_vd3d6uv-o_ANgsWoMcEFrNhnfa3CaWNmhJg,Atsumu Miγa,5882,1711492783812,118
F6WRpuENKsDhgUPGaHi2CyeCjDw03cEqYIWgQCG7JemwkGk,wOyvQ90xK19AtttIOCmON9--tH3_X7e-CMLwEolisCkfBIc,rZNKItLTFEuIruUmQM-vIZycXY0kYaPRr0JNTqjOG-PGbVLSdGy8FTRdPmbRu0KviHwDj9VcFNZxMg,Genosect,654,1711293860000,696
S7oEKXgkJfIxysP02k25mL0QMwEischj0l5cWhgLM-4yZPA,3q3QLfBq74N7lSC1vlOElIY8ppvSJWQWdXNky1iu27whEUQ,sCbxeqdjBGV7WOQS2tN_X7PAk4Ftf6qsxTo-28MetHfcFQtKpZL4DKCvVomdUR4NqvCxd7J68fN8Xg,Traicole,5063,1710283246000,258
DrVc22WylMg6irbq8_9ZF0ZTqsonWGBBzI22qEr6CbsJbNA,wVlFqyPCxJIQqZuXUjeNJoL-NiRhgTbpCO9Zap4ollb7Aqk,DSLRUFqUnago2d30tu6SqiWjU_khEUzVNS_pdMFP0QgfOiv0MExQHJbwZxg2XTygbwxybIKL6Wn6zA,RotationalPlayer,3872,1711466001423,323
yT2gYBgH9GAXRdhBHwVYYSsR3F6qcqyGEyCScE0TF-Eu6tQ,Npp4oLlmdJXE3icgYD6iSv3L5shIxFbxqQOtAkYeZPbiUw,9ALOUwObvURQdQ7KgdOWtKn821essRy4R7ESt82cGA227q5UXGLFbR_AZ4nP6exr8NXCCQcyu6toCw,Apostle 333,507,1711496385870,578
pDmMIHAB6LToIzRAlMCZmaY8HYLk2yRr_ZL1UUPY41DI5TKP,qcxHeL71Mz_YgZODFDjmNzeZ9ktMoBgZskFic9fgoFksoQTsJF0bIrrx,eHzz-Bmucv8RV1GLc4jVNk1InCWe0JmoP6WO9-anPEf7V-nDHuaabXW0CCnn6XR8gA6HNvJdZPLpeA,Blubber,5996,1711481807756,245
zDmM0N7O7FcPXNtDMQgMeTOs6tUqcikJmP7KoOIpYxBvZkw,C-jBhmQqK5nvkiZBJHKD8zueMLBPzDVQSpjmQ1Lq5kWdblw,bvKDZFYsn1tC5n9-uQ9OfEdqm9cGN2OZY2jD78iQavg6iqV7FTABQRSexsKTzeMgkLnOh7GIicJE7w,HomeOfficer69,6008,1711395401000,519
TKP7Y0UJhSkVl6uCmOBq3poDz7Oi06eiNTgdc8LRn_jtCIo,A6wcFigGSyGKQouO5ynlQxHOG_DzCE0j08WdEVukBdVTGUM,O9tw1KhXowSglEU9M4SIHEV6OiI9fzCQBhSHLz4SZy-p_vR6d3pUl2DPhNX-3lwZH2zXlhWD4LCuxQ,4ever young,1637,1711473840951,632
7KXMAA6u92BUINw3PaDFBlDyH2rLiSiMqTvbJOucuFmiOMk7E6tYt2R2hw,jJN_CWiC7yUx4cROK-Taro8qVxmcKnDRVO5QjRF8rD9LFYGKbab3yXOR,_mVfaRCQUOrjoYbMfEdj9ph-6C29ZLqB1VYVNivSDp-na2mdQ8ULnwbRjf52t2jdke_9G-PO2imCRw,UGCsilver,5091,1711387785000,167
YKL3t-WnGab-HrXBUbogc0om_49qoRk0jraYifw3fkqOlCSVguzJUjQLoQ,rstZQRqPyOFt3_hmSupF0QviwTevFoZbtjYjIvUa8X9W57mzO7QGTkP1,-kRn2ARyk0X2_H1jDfE-GasZWX-W4bHx-c5XbXb3dzXhfmA6tQ_3xsBITUVpO5R8OeJ0jrdXRs1GFQ,SMURFPISSLOWELO2,3839,1711486878086,48
Y3Q4RVn8LAuM01r_yQ0crcmSj2Z1Bi2qgRUxKYLWvEB18c0,JAI6eIWdwku4o1xyg_DdXpHoO8aONVg3khYS_kpeMUKNERk,6q9on-UAqTBtZfFxXE8UKDffbJ4TPUQYo_rXMkU2l36aP1Gkkq_361cMWokPEfHvjmoulzmHJOLLYw,Maître Shîfu,4086,1710972750000,181
noAPi5lRsZ1Ny6lKzJVrz4aqlDJVolM5h-yW3_RQ8JsXg4s,38N46PFH3h-zU6wqVBc6QKsCFeUu7ACg1F13UWzBItHiV8g,WnpZRGt4E1s70vvt6lBGkMlXbfNenf0y2lwDCe39-GPwJhNWBu5u7w0fk8dSl0ewY9HBthCcWp5bfQ,Cêbr,4872,1711208224000,648
544UlYhdj5GRMtpxmCHtA3aTrVm07eK07cKsm-3d5CuksiQ,wq_SC-xvKbX3nUd7AEiDjfSHdpGPyVZryaa2LHdT0QDWvQ,pbiCZ8nESIhXRAkWTYPzk2UvejuLYjNwUZJmSx5e1fJloiHovyI4VEnL6nplBgKGQTB4-BNhBy80fw,12 Cαr Gαrαge,709,1711494245468,323
ErKVf62JTRzY6uc3ewXVlgcGFfvp-TDRDbVKrBUmYHj8SQBI,0YuaQZHk91x7eBFz7S9nWhElt1S7FOR45YfEsN4p4B5Ef_ASDN2kSd3x,veF5vxHTEB0QVqgZXV7f11btwXYGtFhl7P_2vI4qxrOg5dTZbNJhbgzj4O81PovR-4PSGlYtCMxuug,Skeln,20,1711490338431,911
qP5hPLLcDISLZdusnaLyt04M6deEQG1-I--xqKSxmfwOQpc,KbD2apzJNFjh5y4Cy5qhztVUA6W8E1dy0JSv5uEUDnJ10DU,vlzdx2P3FpDXVepM3DAeEmZ2yBsRzF2YB0l0L_9K-5XJSUr96JgsHKFgT7bwoHzsLaL33-J912VFPg,Fiverr Caitlyn,1392,1711490133617,722
JjdXgBtyhVEKVX7dWSQNSmgRsu8XptJHRBQK91yJ4HivlVCW,hu6MtLNDROk7QHsjFCCdiX5Lw7CQeW3MDLFxKxlcGqN4Xt1mOWobgtkn,s5mtq5Il30XqAOEIrYeJT-or2Y3GK1IMFmeBXEpqB3IoluUuwh8LTNwMWeE80YI61cYkSw5YvzlxBQ,Trípel Karmelíet,5549,1710448895000,494
qxyWS_P0JnYWsomeT65tRq3JFv7a-Qix8fKcaYfY-YlQ4UlQNY2VQdFmEA,HlQWIxiDPH1KC9SvGFhHad5NtQ2EYEZ4lp3gC7qISMi-gmFIP2YgxUVs,3ymaCNXOu2MvF4z5MEvuIE3hSqNTwNGjQIv4R6ZKpuTDtYfsLvc4HfLm8Z1rVokqKApcV-Zi-LBmYQ,,3838,1711131606000,51
-VmwrfbfrMsl1oleFXafWGFdOK_E9Ua5o6wBkZuafnCTFiA,WBPtLvcNPUddGcYye7vrGoHeYDAtYS3CNn0sGFIIwtzLEA,Xmxg6Cm4VboPTi1GEotsWajB2mpC8JzhnaN2itizqXwJRifJrKSNdwIe0gBadq-IKHvEmqkorKvthg,Miyàmoto Musashi,965,1711490810773,274
q-kfLPjXTXR2jOm6Xe_tsl1lAmsSWKvreA7UNAdKrQYzZt4p,Ks_FYIEcXpVQWvsv9ARMXj2Xt00JHFxfKVwpBlfVs38wptXVsNwzJF_b,96o2ODAw8iUnmJkuuALiQ3GBVKAkRXZ0dK7YcI6pqCM0fxVQTGxh3njDXo6VQUZjPMUrGwFPIbBQTw,dißu,8,1710146596000,66
AXpCGhukATwlGHvRPi4SIr0bNPiTJQrHU5Fq8RhvzKmOrUU,SniYAE9R0N7Dm4JokadGqWX2POwPcJqCWpWNFmN6lo4tOg,90cZAR3tdrpuPcuofyMErt2jTa0wMmv25CA5BTSTUPSncpLF5wWRtkf_aMp02-g1F8Udxj90A3RyCw,Kαmito,4872,1711457776702,841
Q3IfyYdp4pu15ZYVtUTZQZrhpNZgZXAnj03uZtkXVQQhuxE,lr42uHTjWgr9ufiuBOQ6kC_gAsAtAUoY1Exq34qIQnNy8e4,VXfVrXZYQaYWpwhOSThfOJA_o5R6mPvItpbEG-ZQ5jRGsFswQPb-O6Ldaq_ZZ8GHmd5uvGOdgWycOA,AeolusEos,5544,1711410727000,837
09MQ7igNTwFgn7BlU-_QUrv-EbuDztuY6GNaQzXcZq0jC94,qUZoZLnjrZKU44c5Q4yU0Iv_MGd6qvKjxOSMlrYiFC2-8YY,mDm9vHUDoDqw9AZGgcwwf_bOXccpNPXHBcG_AE29C3JNnRfd2GFHD7fLyQXA73pRagGXpj1oT-Y78g,get shencer,5988,1711487349275,603
FbmWG3m8OScyGkTYHsJpWLFkZhfew8--doh6TeYQYFI_J78,GN0huAzauljJRCp4FCdzCJFmwggQav_jf3C8e14sM_nhjQ,yUq6k-nVYd8J00ShdpLjm35JDog0iQxpaI_yl5GH9eELObdXyu8VjgvaKvcB8zAwuh1B_l79mhMNUw,SHΑΡΕSHIFTER,673,1711490744225,399
D09FKzLg46ptZxgrpFHDxa6BIoa_g2ilIaCfCM8ShfOZVQ6OHb1PlB97ZA,jCrqNmWeapilBBfOTIpaPLoYFJlNIgVYTWAGiFlkazfSplGNyPAVdCEe,21lQ6hZYrR0h1vl8QTDESIcJGLZw-mYvntWQ4n2QYPetEUph85w8JU4GCH7BlTvnEvNYwyHWqtjkuQ,Flononsti,7,1711384675000,42
89V1u90bMaim0cu4hXSHcG3TT6mTk7yUU68IlG9Axf-1hdS_wNVibcyS1w,jr-tiXFw0nDAFYILyZBpJKeLokg27UI8w2MTJCrSuVZKTC-GihKhvciG,52REZT-Ik-8--bg83JYHHSLFIe0IXB8_d66rG_kcI74zrPPMOM8JLmkX71vAjKuApJtxmIao2c8ucQ,Pete Dunham1895,5982,1710756576000,486
LefsFxpI-heKmUBSJqsPEuy6aSvGfN90rXPvTR1C_zKN5Mk,VcyYvLOF9bDwi-lONhSYMk7OMLj4ZKK_F7I8BoK91d_LYhs,5Tq2qf57NXi7Fc5XxGzVf3B6ggd6l23I4JOn3-JiZd2b6EnF9QzbMPa7nCHDjVpsGFYDXm9T8DSoBQ,BetterN3rfADC,5987,1710960629000,613
uLDjHc4vP4Lm1IVkGQVJVE_pSFu1UJcdwoClvb63mQmCbmU,RBj8d4KQoujFPcCqvSt0TFLkTQFoBWV-5AK5PTCkTBvtLus,ZTTmQ4Iybd09lwOcXR3dLIHPGABO9nW9mhc0cVJhiQyXKWlWpyKsbo_MiAk5Tp71Nc6vP3w0NvbFog,Skillful Coach,6296,1711491457647,980
pMvZGpffC0h6RqFljlDUU3uMka_SryK6wz6SYKmXGQeh-qY,LyAu4inndv4rRGvh1uGIbIyH3BYzOAjO5eNQyOa720dh9w,5Zf3QmheVzVecXjdBoATvMqB18aONw9-ASmK2OAhBZZfZ0qoVxRz8HiA5Xku1P9lult-6z3thpQB8Q,Hyõrinmàru,4419,1711451545868,361
FgQ8OmbHdssZnpX1BDxjAYKBLszRrYcR1wfFUubBwBrayfs,laJsbwK4bkYKq5VD2SoI29ila-aHBSY2CtR-Gpz3-4XEnw,G4055LrVPcWBY92_stw2u2cSBAQXHL3KMC_Kdv5c6YFQl_RYPmy054BIKEUdmxEvpXwcXeco7DVeGw,Santíago Abascal,3160,1711398819000,849
BndUAU9mOlscL84MK_RTp3xdoTNRsC7BedlB34TFVu1lMIA,apHeihUxXcrYhPBxS-5BT3evBs5-bCdEBmRQSmObFjr1Ug,C1fJfPpNkGUnaItLG36-LmYxZChD3EJ_x-HE26p2Su0ZfmuJPEEjUyFYDJPHXMqdY1pb7m1SlY4z0w,BibbssoN,6295,1711489007423,512
G77rWadM4hoP1vLL8WAsqDlz8JgxuCn9BqZQdnDOI6HB56dqOpkz6ellhA,5zyfqpJaxaeiXGpoD8u57PAHXc_4y5Vinro2ZSZg9KI5159nKPKau26Z,HzgzY3fMb8eK6iVDTJCxoXklkpPsi5QlZITBDYxcef9To6Xba2vjQUg9lcGxAWQ8OgMlfylDdgmRmw,Bring Me To Iife,4072,1711245897000,580
RDq3yZGD0B7qO71GxICslC-smKeXj6LOGxzPoa4Oo3YkH-Y,3I63n7aqkxq-7_fZdbI8o3r0ASmP4ql3zFZMk-BC7VldaWI,AzkfM5wCrKkr5fZkua8xOOLBTeYDloIUr48WCMQYMSnF17SIp1F4PNiMKr6p3wRqcJ4QbIqCijUo0A,Synks,6526,1711317052000,662
Jb-nvcdQAmJQLkBvmEpDxbwNdX11f_UY5QdyVIpMKqxvP0KOJ344CbnEbg,rMbyiNv9kvTsJAhQ2Ef8ZXQ2ZzYj7Y8ooNpCLyQp0GHdphojBe0byXKc,zfaL46et573qaa30RiOgOGGRQQHMJbDuTHq1L0DeAeMIZdr8mlKI73r4Gxgb6U2LJS14cN619TjTSA,Jiwso,1219,1711470399804,305
JERpnPHSjI7nIDEHkKrgVrz4ocNpM3bbtI45tySz6GVlhlU,w2rgGutUmznOAiFI7EmtKAOTEPsBHW2cFiJvf-V7HUd0Kg,Xm8Q5Y4E-u7d1IWwjqSG8zTgDfoiX3GIYtRVF_Q-1bK9D5ANrvdNqHR_zSLsPSMZEeQGWDt10P0DPg,TFB Cosmé,6041,1711484688912,727
Fu-4JyqFl-syt5lWIPL7yewrzFTNTvTQrMtHdWaXLCOt8hhl,-PrHe6e_mXSBD6LAutramT_SeoMJOiVqh6t7lBX5eDKmXJ8KazixQq7B,7LxvatVuaZbxECg0k-0e0pBPD0dC_qX9nDMfhg7mRWZcf9bALO_gyp2R4qK_akOY3f6Rg0aI0GEvIw,Fiven1,3366,1711448476218,401
M6ASbLCRgA24AQ9ojY7f2NEws2KpHhKEECBAFyWZoSoFY2I,BkX9lfu4fpgE7yR8VgqpQKOMCTlX686hgzfBV3bUJv0WypY,jgCgwuSz-iUYG4fRFUW-d1Pm0kiJWBNVhBhdn3Sj5NM8Q3TVoUHbZ7PAKLjhHwWIKHO3Q_xFGZQOCg,Furosse le prout,555,1711487157356,721
2N9MRWM3v8r2o_bGCV88MVxqzwtLfe-qbzzt8vM7JniWmWAaZm05Jmtekw,C10dSgyADBGS_Y7KpVqp4yP0Td6fpMzaYkTSJxi2PYy0sVnU8frnmfbh,1iODI8MttTGziRwDoi3ioiMochctBlqVupXSXq-dApjzBT1BlJM5vmS8EqJVr0ahdUpBuuTT9PNH8A,WarriorMaster230,6582,1711447429472,84
hKBeYj51i83h2qjLaP226Yl8Wzv3CczUeyS9249yko-8Pr0e,jxqVtKV-uJ9-FJ0f4KP_Ltn_T-wDyOozJqOTvMIXjgzWNWM,7N5tZOGjN24Ewi0kBCx6oWU61lVFOBlLSmt_4Kghwpq2E_norklC6p3xjuLKRaT1EGw9FcNqSP0EZA,Jim Κnopf,5942,1711497942905,207
oK7jn2Clm3gpAOrqIoZjLnB8OAOJ52pFlJkkh2n3yXelGR8,H-XBw3nelaKPqDGdV-JhTB2VdjnpEolBKRk_x-KnLpK_KpU,lkkjrbUay8tNbVQjFWblBsndngtLRFJDPrDMG3xg5q5jZn_0NfQ_gdwU1_KCjiPPng2cONwlfr6SZQ,Knooxy,4893,1711380563000,472
3PcgKSmGXshsm099AyPRP6DXafQxlXBemJGSMD735WJrSY4,WE8Z5WpjgBGf9-OqlXWpKcJ4V5YiF4rHhLsXb-47yxW2Gw,J1msno5TdiHXrXsJBeQO1HWVb-ierFL6M945frONTeug836GMRz1zT-mOvFDGMrplvv-jKHZYlcKpQ,Mimi Underscore,4404,1711285902000,882
SLlJoBG9AhFIuk3RymokRdf6Ui9BJneeWB0lM1E03xnI0Vg,qJp_CpWn6WRJ_54AeTinJK135vIUQFouHJYTiv80nvqaRWk,ypYLAP4mJCCKjPpU4vTtz85bdi52uwwHa4jwjXqZP3VgHYjTXal6FFAw0ee0ZLo6pkecOuvYxl6a5g,KDL Phoenix,3614,1711497057306,676
Y17t4JGCTlaLv53DlWBSWpNn4Fz9OSmdfwINX-iRD3EP1-Q,L8a8mfqYvpv0gMYfaEbR2GYAvDn60PzoooKDHjKgiuLejw,lDOTv0HYTHuPyQyodKo4e62wsA8MmgTmnyPASgychmKZVhfUGR0-OYHyjla7cmHc91PrMiE-FXC6rg,Jei ho,5861,1711395111000,493
wU91rcmc4OXWpZ0dU-HNgriaoIvn-f4QFUzAzibGTBlXdvMz,gzVPPWe--g2yKiqEqSTgy0QHEVhCJ9zyWmSbxYiTaZrhb9wm7xQo8XiM,ZJQovRfMcC_7umxxBQL7SiAK9AOQ1gqaaoQBKICqlM6V8TGG4R26J6TZNMP_WR9jeVHe4GNT3bGofA,french plyenslip,5583,1711476303088,219
DKzJo1SYOD3wblYJlhPfuMcRzHW6kUMOnehFhM3Flm9UZtA,biZN4MQ7xsfwMPM_Sh7AqU3fNO5nqGKGkvP1w7Cx9HF4Og,-Q2_8Oy4z3C7LKh_Wb52nQrff4B6jTT7X_OIxMFpNyvrDuT6SrrAOSft3WgJW04yZ_ybWDVJFng58A,LaZzzine,4935,1711376156000,599
AU9LHCUaUZPN6wFiSBFP5TQ_bR74CH1xiGCBfnDQSLG0J00,4sHW0rAwI5Ok9PQ5qXIHrpWaaVq8vTrv-eNsGpJ8qoWRW8I,hTqTvZv9F0cdCErXfPbDHS0NZ33hgsf8a95dRFG7JtWEtkehjUTlj9OLt8xniX958eDSLLOs6jVEfQ,οh wow lovely,1381,1711494149022,169
5V1mEUgBJkD3cK_56V9FS_wNdQ8Jb1ahjCbGFeJXEjQ-cq4,UG15IZYlMrADmRVX_S6mftvIAMsDZvmtk1OaYYMSDu8pbZg,AHIBKNzkTNv-QaMSrEjVghu-worOscX2LGZE8NMmxj936q9b6M74FKnbpd-qS5XjF2YygqqKZSc2EA,Zeus de Faro,682,1711488317000,506
J-gpZ7IKP_fD3_IxuUGgKoi3dnHwxWXnjgKGCqF8FqpvLn4,NVgGgR6_sAF3184nO6AkvxIko4Pxv6HZYuKHIiEaqOj8dg,6ZKy1HWAOiX1k6fu1lsR42buw4bYpEaLYuo7ewVPUe3Bfmf7nYXDj91GC57aqpBSwyrcHZk-dCF71A,Elofuglen,6386,1711467528648,208
Bj7DGjBtpSpdRLKdQaeCRFdW4St1oXhgJ5Y_Ttiy3l9btq0dPpBeX_0mHg,XrGKbnTCO7Hiz6LhE-rX5IJyIBoyoRaJQmgWyC4NxnJuQbZz7JUNb_XX,CubK9d1N_0LOGMyJtINpIw8h5bgjxNaDswCfSn29R9o1yRZkCmjPUaQhCK0VZiZqbV1hw_vPYNMFIQ,Rose Petal,3150,1711494459281,466
hDU3WHlZ0MPokRUFZzStuhwD-KhFsZ11LF9Y4e8ebfYbr4MH1H7jjuPP4A,KqpuFVNwlIniA7NzaQHDoTM_I0ZUw77zDD4_7uEF-TxJMlMZ7hS3K_Gr,XoJGPlqA-aeLYrJHPgocueF7wua8YyiW6VLP9NEKKt7jrus-gr1y8zdDgMO6TBDHaDMQO7LypZo-CQ,LeoNaut Phobia,4793,1711337339000,198
O0LXhCs3IJ2STzLSso3KzmoFOwUQi4nTwjtDA0nAfqfup-glSg8vzhm9vg,omWs6SOl6iM86YpaRaawq-Yd3ZN8NYHAull5QiCRafClD4TPmvTfcLmm,zUg9mlrJYfbwYsC52eArNYPcCW9ndnRj6icwP6pIuvX7FjwXFKt-p_dTOqAHT84r4Kduiu7Yw6HEow,DarkPharaoh,5030,1711493707115,545
pd5DaQuu-3hGmksI5b0OjX7ud5vOyA2ghj7yQZE2292Rba8,-Q_4tft7heJ5p29Hc7uaI9V5mxnAsmwE62L3cpAodzsVSh0,Fm0FuksGMWh8T1xFjbb7Fs1P-rOTv7yeBkGp9kp3v1rxRUbcizrrzjigyWbf9a1eFTvFyPmbTpLZyQ,Εnty,6232,1711474215965,751
eT88DQHwJ-BGRnBMEE3fddm7t5rjDhq_PYrWCPre4_TJCVg4Eeaj8qWaYA,DJ4RsluqkCg9e1HDzA2a6dYipEg3ZYx1B65bsbh5MYBYimZfdJBEhGV6,6NG8rHk7z6D2KdNrCh-YEm4MXVT7lBn6_mV4PvW9lzkT50pBCXb1TI4oWKGUfCLthsJuM9wpxBRQbg,Smurfontbeat24,6025,1711045974000,84
0y1bHWRT_teHScH64E88w0GSuxSGEt4nFR4Ud0RvqZt-EM8,wI1addwopN8p6kkXPV6GXlqLMdD6kStul4-oQnGHzJu_uQ,QWUjAnjLrQu2ww1Q6BkN2zHlGwEW9IAXvoqRLXZztmK0VWbhYNpxCN91bnmTnnC7N5nXUkiuy-_4JQ,sHuoHaoDeGankNe,5712,1711497000278,355
Hup56cDENamMwqFDTg2nUBhIl8Kc18lP1_QBhuM5ACrwraQ,HSTuXE5LFTwwr3KQl4GIs_k0pV6UkAHjgawuFaG6IVkWnko,L4XeI0pmTgNL1nur0X3B4WnZCkDap3NtZg6Kms_vJXIseWObAoART0dhTDRTkctR_dzPWv7XUh5msg,still standing,7,1711415419769,766
DRrkp_cW4wD0cask-pZnlcHGovS55rW8Zh7F37toyou4jXE,GIKOfjNPNeeWbwiA2-W0j0CY2GDRcrjxBqMfTw82fKFcLQ,yMSfjmM6CANdDXKU6U83A5sS-XlJnm9q8UXb_tg26lRIqNf8Y1NE_bSTlIwzCGNOgIuJl4Q7JRdAmw,NotFunnis,539,1711496536000,606
dSPVghE0Kufj8an7maQaA_3UAuaqUfI8O00kWEXAFmFknSu4_iW09onO2A,oYHouK7sCLEqV768C9hAosUJpeSh8hpln4YqGhCoQWxKFaJtR5txJO7t,5N9-_kid3RhABv1ahxxM-2NKdCGxHO1L2Z2TCgMBQpfRNs3jSqzjGDkh-CODOof16jVk5WeJ7MgWqw,,11,1711463287652,50
c6Qxhw7eNpARk6vfTG6HAMWNVlzAfx5EL9qYTOWYKEtgiQCK50h4RcZHqw,ibDO_4a8IC2CVMxce2Jo3VLwkRiNYjoZCqqdrD3R3IqOY2f9ZNz0zGcD,019Swa6SdMg1KBes64DZ4q07HDDqiw5joJzhQ3fF1FeOI9bS1l-5yBVBF6ht82pWI-dIZhcaNrMz4w,Obsessed wițh U,5682,1711481082241,92
IjJ70CLJXD3-8Y9sv86bCpHEnJpXFs40vLqrZuX3wY6trfg,wm6UF3InJFQyo0piYLRjrx_KZpStJZb07JEgf11bxe0aISo,y4A93tqBk3A5tQOHb3Y6gbO0nTwOYXKWiaZsjKLiq54r5FRMYUa5PRzBNYTdG0Nx7L3VyCEVMkSX7w,Bellero,6386,1711497017557,636
oJ-iN3sCzzyzxFnLjb6qH1Ft7QYkrKy_vPbxgqtY-bLfWwo,TGoqDL44PmYQbjTzW61QwumQk-1tyupPtGS0jBA0wgWUEA4,4cgrTSGL2qUmjhXIWPpw-OFHvAA6dNqGv6KoZVOf1IHUbnxJ6z9Fk8jbQJfeJTqYbFNcxCfAP-ddvA,kanonimo,936,1711471509090,244
